filename,filepath,wnid,domain,superordinate,coordinate,specific,typicality,prompt_text
dog_n02106662_n02106662_108.JPEG,data/images/dog_n02106662_n02106662_108.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_147.JPEG,data/images/dog_n02106662_n02106662_147.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_103.JPEG,data/images/dog_n02106662_n02106662_103.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_141.JPEG,data/images/dog_n02106662_n02106662_141.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_171.JPEG,data/images/dog_n02106662_n02106662_171.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_112.JPEG,data/images/dog_n02106662_n02106662_112.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_157.JPEG,data/images/dog_n02106662_n02106662_157.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_138.JPEG,data/images/dog_n02106662_n02106662_138.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_185.JPEG,data/images/dog_n02106662_n02106662_185.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_137.JPEG,data/images/dog_n02106662_n02106662_137.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_128.JPEG,data/images/dog_n02106662_n02106662_128.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_159.JPEG,data/images/dog_n02106662_n02106662_159.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_164.JPEG,data/images/dog_n02106662_n02106662_164.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_125.JPEG,data/images/dog_n02106662_n02106662_125.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_155.JPEG,data/images/dog_n02106662_n02106662_155.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_119.JPEG,data/images/dog_n02106662_n02106662_119.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_101.JPEG,data/images/dog_n02106662_n02106662_101.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_178.JPEG,data/images/dog_n02106662_n02106662_178.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_14.JPEG,data/images/dog_n02106662_n02106662_14.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_161.JPEG,data/images/dog_n02106662_n02106662_161.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_175.JPEG,data/images/dog_n02106662_n02106662_175.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_127.JPEG,data/images/dog_n02106662_n02106662_127.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_132.JPEG,data/images/dog_n02106662_n02106662_132.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_153.JPEG,data/images/dog_n02106662_n02106662_153.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_115.JPEG,data/images/dog_n02106662_n02106662_115.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_158.JPEG,data/images/dog_n02106662_n02106662_158.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_129.JPEG,data/images/dog_n02106662_n02106662_129.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_139.JPEG,data/images/dog_n02106662_n02106662_139.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_181.JPEG,data/images/dog_n02106662_n02106662_181.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_180.JPEG,data/images/dog_n02106662_n02106662_180.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_165.JPEG,data/images/dog_n02106662_n02106662_165.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_117.JPEG,data/images/dog_n02106662_n02106662_117.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_148.JPEG,data/images/dog_n02106662_n02106662_148.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_150.JPEG,data/images/dog_n02106662_n02106662_150.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_133.JPEG,data/images/dog_n02106662_n02106662_133.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_131.JPEG,data/images/dog_n02106662_n02106662_131.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_187.JPEG,data/images/dog_n02106662_n02106662_187.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_13.JPEG,data/images/dog_n02106662_n02106662_13.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_168.JPEG,data/images/dog_n02106662_n02106662_168.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_173.JPEG,data/images/dog_n02106662_n02106662_173.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_111.JPEG,data/images/dog_n02106662_n02106662_111.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_10.JPEG,data/images/dog_n02106662_n02106662_10.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_163.JPEG,data/images/dog_n02106662_n02106662_163.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_1.JPEG,data/images/dog_n02106662_n02106662_1.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_152.JPEG,data/images/dog_n02106662_n02106662_152.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
dog_n02106662_n02106662_167.JPEG,data/images/dog_n02106662_n02106662_167.JPEG,n02106662,Living,Animals,Domestic Dogs,German Shepherd,Typical,german_shepherd
golden_retriever_n02099601_n02099601_221.JPEG,data/images/golden_retriever_n02099601_n02099601_221.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_150.JPEG,data/images/golden_retriever_n02099601_n02099601_150.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_176.JPEG,data/images/golden_retriever_n02099601_n02099601_176.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_218.JPEG,data/images/golden_retriever_n02099601_n02099601_218.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_128.JPEG,data/images/golden_retriever_n02099601_n02099601_128.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_160.JPEG,data/images/golden_retriever_n02099601_n02099601_160.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_235.JPEG,data/images/golden_retriever_n02099601_n02099601_235.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_183.JPEG,data/images/golden_retriever_n02099601_n02099601_183.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_228.JPEG,data/images/golden_retriever_n02099601_n02099601_228.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_187.JPEG,data/images/golden_retriever_n02099601_n02099601_187.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_166.JPEG,data/images/golden_retriever_n02099601_n02099601_166.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_136.JPEG,data/images/golden_retriever_n02099601_n02099601_136.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_214.JPEG,data/images/golden_retriever_n02099601_n02099601_214.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_277.JPEG,data/images/golden_retriever_n02099601_n02099601_277.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_253.JPEG,data/images/golden_retriever_n02099601_n02099601_253.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_189.JPEG,data/images/golden_retriever_n02099601_n02099601_189.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_12.JPEG,data/images/golden_retriever_n02099601_n02099601_12.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_170.JPEG,data/images/golden_retriever_n02099601_n02099601_170.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_163.JPEG,data/images/golden_retriever_n02099601_n02099601_163.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_155.JPEG,data/images/golden_retriever_n02099601_n02099601_155.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_276.JPEG,data/images/golden_retriever_n02099601_n02099601_276.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_193.JPEG,data/images/golden_retriever_n02099601_n02099601_193.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_14.JPEG,data/images/golden_retriever_n02099601_n02099601_14.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_254.JPEG,data/images/golden_retriever_n02099601_n02099601_254.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_100.JPEG,data/images/golden_retriever_n02099601_n02099601_100.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_165.JPEG,data/images/golden_retriever_n02099601_n02099601_165.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_243.JPEG,data/images/golden_retriever_n02099601_n02099601_243.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_17.JPEG,data/images/golden_retriever_n02099601_n02099601_17.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_169.JPEG,data/images/golden_retriever_n02099601_n02099601_169.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_272.JPEG,data/images/golden_retriever_n02099601_n02099601_272.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_247.JPEG,data/images/golden_retriever_n02099601_n02099601_247.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_119.JPEG,data/images/golden_retriever_n02099601_n02099601_119.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_27.JPEG,data/images/golden_retriever_n02099601_n02099601_27.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_21.JPEG,data/images/golden_retriever_n02099601_n02099601_21.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_270.JPEG,data/images/golden_retriever_n02099601_n02099601_270.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_213.JPEG,data/images/golden_retriever_n02099601_n02099601_213.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_198.JPEG,data/images/golden_retriever_n02099601_n02099601_198.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_231.JPEG,data/images/golden_retriever_n02099601_n02099601_231.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_236.JPEG,data/images/golden_retriever_n02099601_n02099601_236.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_184.JPEG,data/images/golden_retriever_n02099601_n02099601_184.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_116.JPEG,data/images/golden_retriever_n02099601_n02099601_116.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_106.JPEG,data/images/golden_retriever_n02099601_n02099601_106.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_188.JPEG,data/images/golden_retriever_n02099601_n02099601_188.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_120.JPEG,data/images/golden_retriever_n02099601_n02099601_120.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_260.JPEG,data/images/golden_retriever_n02099601_n02099601_260.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_15.JPEG,data/images/golden_retriever_n02099601_n02099601_15.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_138.JPEG,data/images/golden_retriever_n02099601_n02099601_138.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_181.JPEG,data/images/golden_retriever_n02099601_n02099601_181.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_258.JPEG,data/images/golden_retriever_n02099601_n02099601_258.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_186.JPEG,data/images/golden_retriever_n02099601_n02099601_186.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_278.JPEG,data/images/golden_retriever_n02099601_n02099601_278.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_156.JPEG,data/images/golden_retriever_n02099601_n02099601_156.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_123.JPEG,data/images/golden_retriever_n02099601_n02099601_123.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_185.JPEG,data/images/golden_retriever_n02099601_n02099601_185.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_10.JPEG,data/images/golden_retriever_n02099601_n02099601_10.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_227.JPEG,data/images/golden_retriever_n02099601_n02099601_227.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_142.JPEG,data/images/golden_retriever_n02099601_n02099601_142.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_167.JPEG,data/images/golden_retriever_n02099601_n02099601_167.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_109.JPEG,data/images/golden_retriever_n02099601_n02099601_109.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_250.JPEG,data/images/golden_retriever_n02099601_n02099601_250.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
golden_retriever_n02099601_n02099601_125.JPEG,data/images/golden_retriever_n02099601_n02099601_125.JPEG,n02099601,Living,Animals,Domestic Dogs,Golden Retriever,Typical,golden_retriever
